,1a,1b,1c,2a,2b,2c,3a,3b,3c,4a,4b,4c,5a,5b,5c,6a,6b,6c,7a,7b,7c,8a,8b,8c,9a,9b,9c,10a,10b,10c,11a,11b,11c,12a,12b,12c,13a,13b,13c,14a,14b,14c,15a,15b,15c,16a,16b,16c,17a,17b,17c,18a,18b,18c,19a,19b,19c,20a,20b,20c,21a,21b,21c,22a,22b,22c,23a,23b,23c,24a,24b,24c,25a,25b,25c,26a,26b,26c,27a,27b,27c,28a,28b,28c,29a,29b,29c,30a,30b,30c,31a,31b,31c,32a,32b,32c,33a,33b,33c,34a,34b,34c,35a,35b,35c,36a,36b,36c,37a,37b,37c,38a,38b,38c,39a,39b,39c,40a,40b,40c,41a,41b,41c,42a,42b,42c,43a,43b,43c,44a,44b,44c,45a,45b,45c,46a,46b,46c,47a,47b,47c,48a,48b,48c,49a,49b,49c,50a,50b,50c,51a,51b,51c,52a,52b,52c,53a,53b,53c,54a,54b,54c,55a,55b,55c,56a,56b,56c,57a,57b,57c,58a,58b,58c,59a,59b,59c,60a,60b,60c,61a,61b,61c,62a,62b,62c,63a,63b,63c,64a,64b,64c,65a,65b,65c,66a,66b,66c,67a,67b,67c,68a,68b,68c,69a,69b,69c,70a,70b,70c,71a,71b,71c,72a,72b,72c,73a,73b,73c,74a,74b,74c,75a,75b,75c,76a,76b,76c,77a,77b,77c,78a,78b,78c,79a,79b,79c,80a,80b,80c,81a,81b,81c,82a,82b,82c,83a,83b,83c,84a,84b,84c,85a,85b,85c,86a,86b,86c,87a,87b,87c,88a,88b,88c,89a,89b,89c,90a,90b,90c,91a,91b,91c,92a,92b,92c,93a,93b,93c,94a,94b,94c,95a,95b,95c,96a,96b,96c,97a,97b,97c,98a,98b,98c,99a,99b,99c,100a,100b,100c,101a,101b,101c,102a,102b,102c,103a,103b,103c,104a,104b,104c,105a,105b,105c,106a,106b,106c,107a,107b,107c,108a,108b,108c,109a,109b,109c,110a,110b,110c,111a,111b,111c,112a,112b,112c,113a,113b,113c,114a,114b,114c,115a,115b,115c,116a,116b,116c,117a,117b,117c,118a,118b,118c,119a,119b,119c,120a,120b,120c,121a,121b,121c,122a,122b,122c,123a,123b,123c,124a,124b,124c,125a,125b,125c,126a,126b,126c,127a,127b,127c,128a,128b,128c,129a,129b,129c,130a,130b,130c,131a,131b,131c,132a,132b,132c,133a,133b,133c,134a,134b,134c,135a,135b,135c,136a,136b,136c,137a,137b,137c,138a,138b,138c,139a,139b,139c,140a,140b,140c,141a,141b,141c,142a,142b,142c,143a,143b,143c,144a,144b,144c,145a,145b,145c,146a,146b,146c,147a,147b,147c,148a,148b,148c,149a,149b,149c,150a,150b,150c,151a,151b,151c,152a,152b,152c,153a,153b,153c,154a,154b,154c,155a,155b,155c,156a,156b,156c,157a,157b,157c,158a,158b,158c,159a,159b,159c,160a,160b,160c,161a,161b,161c,162a,162b,162c,163a,163b,163c,164a,164b,164c,165a,165b,165c,166a,166b,166c,167a,167b,167c,168a,168b,168c,169a,169b,169c,170a,170b,170c,171a,171b,171c,172a,172b,172c,173a,173b,173c,174a,174b,174c,175a,175b,175c,176a,176b,176c,177a,177b,177c,178a,178b,178c,179a,179b,179c,180a,180b,180c,181a,181b,181c
1a,0,0.090959289,0.117276131,2.990936808,2.817538349,2.991610546,3.806766844,3.528721251,3.616973459,3.001315238,3.134392221,3.249026838,2.61618061,2.642973055,2.709164769,3.735614803,3.779534991,3.737847977,4.002469683,4.031840021,4.025566215,3.166777737,3.174180093,3.179595294,3.680703087,3.318619113,3.5119127,4.046686786,4.052340826,4.046233764,3.309738356,3.365561198,3.386463149,3.162273042,4.30214987,3.904628318,3.060341925,3.026548048,3.018695257,3.026749471,3.208878525,3.241955638,3.468929591,3.147306147,3.489695521,3.740887353,3.890036951,3.801424221,2.818465967,2.805442847,2.678374611,3.043996969,3.007910086,2.802943938,3.968922903,4.024104724,4.001491676,3.222120111,3.472138292,3.590318924,3.304844925,3.303244958,3.24873769,3.587245753,3.622946213,3.613713292,3.301927696,3.215457636,3.296004868,3.035617142,3.143702594,3.135715235,3.048654171,2.929510435,2.753651295,3.062318396,3.063326045,3.016464353,3.383072822,3.296213204,3.405916163,3.577857632,3.657704626,3.637069018,3.295237055,3.695315905,3.621812193,3.509416305,3.479208017,3.498488478,3.301304161,3.135283409,3.273418539,2.960361697,3.157680267,3.171202449,3.287344853,3.736253849,3.469133063,2.95188951,2.906804631,2.918489416,3.26881503,3.168374841,3.251124395,2.196439008,2.942019971,2.740855879,3.141934248,2.902033498,3.215158813,3.422204626,3.287195354,3.379735763,3.313908083,3.60212834,3.52608475,3.334577969,3.298858136,3.173680151,2.725019134,2.78474301,2.840066206,3.750125444,3.828181293,3.795658569,3.608561076,3.485164978,3.669050494,2.921035002,2.824778984,3.19604269,3.806418237,3.7075742,3.751880043,3.24021303,3.251022252,3.095101091,3.090495449,3.409874525,3.545189289,3.434239675,3.577210599,3.308101991,3.859099557,3.949564879,4.007622916,3.10293521,2.724838979,3.299356453,3.104987408,3.080257801,3.065389518,2.993454744,3.22341389,3.394992785,3.652690302,3.6380894,3.590754045,2.703223343,3.34470785,3.39188434,3.471871534,3.320913968,3.554328568,3.039741842,3.1204199,3.022217928,3.418603411,3.583162116,3.553621881,3.700202881,3.826191868,3.761316702,2.829650153,2.825182804,2.862458085,2.894916969,2.754171231,2.774352909,3.573400508,3.636926535,3.666740038,4.023029309,3.992729687,3.914717054,3.184192277,3.275041274,3.207337628,3.009213279,2.986003868,2.551570022,3.867946267,4.203986824,4.153655814,3.95877946,4.052222212,3.943002716,3.750853646,3.519358003,3.619902597,3.280118567,3.623933176,3.526043459,3.582650346,3.613677587,3.607183228,3.104685326,3.332002204,3.102566872,3.714439094,3.546355703,3.570727439,2.616119532,2.976642696,2.935950546,3.596428388,3.696163543,3.899786334,3.011491831,2.924868064,2.969071039,3.749554283,3.300093658,3.526137146,3.651763402,3.598770241,3.642969019,3.716018529,3.647623529,3.689174699,3.001184218,2.833073944,2.912273889,3.142693943,3.296909319,3.061618253,3.679465606,3.577174249,3.739767325,3.894749045,3.848550399,3.938510479,2.88682641,2.766237928,3.381056806,3.317484746,2.062664864,2.423455343,3.09608,2.753690767,3.010750212,3.092581252,3.445925647,3.339177193,3.341964134,3.370317496,3.296355676,3.493952261,3.429266819,3.49683825,3.304413486,3.261416061,3.344047105,3.48554921,3.279803848,3.068481875,3.467650306,3.519572907,3.514857688,2.938010758,3.006600271,3.025045037,2.804488432,3.011458083,2.835880482,3.913928332,3.715859554,3.54953439,2.815957574,2.4808986,2.936566341,4.120440774,3.638723611,3.650327848,3.698884869,3.771842756,3.816019553,2.475669947,2.668564884,2.794938173,3.458321953,3.330003298,3.471369389,3.698110756,3.847720921,3.896693338,2.335355738,2.448333884,2.430734231,3.095895276,3.470117751,3.77187268,3.540462547,3.542628138,4.056862651,3.809654119,3.583116626,3.948976123,3.015096422,3.065879253,3.078737342,2.669218861,2.591528443,2.626614804,3.543262611,3.645104488,3.584767907,3.222765712,3.181639767,3.376018106,3.01947468,2.790471836,3.136880426,3.521236781,3.665028272,3.572459915,3.376983932,3.457186291,3.355808595,3.037465149,3.127866058,3.110531389,3.695511019,3.652253916,3.598678754,3.469434813,3.200507361,3.213242995,2.760808445,2.80730005,2.866478483,3.125442456,3.107903089,3.119255658,3.227123963,3.233115865,3.109728489,3.525093953,3.51711505,3.290301734,3.482840678,3.473263484,3.12482643,2.653701116,2.758303337,2.743108353,3.411342984,3.552083771,3.4728414,3.150409057,3.134436472,3.250344148,3.364361854,3.3610502,3.376090715,3.69035399,3.038042926,3.747574367,2.993554072,3.078167594,2.847999839,3.531531961,3.909846386,3.929863774,3.797942592,3.673496663,3.809185134,3.642120884,3.625063787,3.801604812,3.642525436,3.373301576,2.848333015,2.962206799,2.809606392,2.949453841,3.321554265,3.334987348,3.333635079,2.991293818,2.892336647,3.072384744,2.728096732,2.888179939,2.966275227,3.973589333,3.984242143,3.642662208,3.516534481,3.520419208,3.590904269,3.199750047,3.257309768,3.226297511,3.415538487,3.366785797,3.594076865,3.413893559,3.161343529,3.34697158,2.82916294,3.022250053,3.017914694,3.710304683,3.66823809,3.601353574,2.90945644,3.020809354,3.109821482,3.716304424,3.591580679,3.763970659,3.933613331,3.843198624,3.84578333,3.527870981,3.570682174,3.450687796,3.137793085,3.117649766,3.136230189,3.209723411,3.224033749,3.129590999,3.317141635,3.312627839,3.281867495,3.347672087,3.099584779,3.429697843,3.099069967,3.300642019,3.240722185,2.882908362,2.970254859,2.975199587,4.104129311,4.111525203,4.110449317,2.996326407,2.99842768,2.993019804,2.988320581,3.022396575,2.991275093,2.812932636,2.811644088,2.791243497,3.106246893,3.096221903,3.079220134,3.110610949,2.974077038,3.037348042,3.003167098,3.11217992,2.751986252,3.212883152,2.640487069,3.040649952,3.452991501,3.117522081,3.068615003,3.761824471,3.603453371,3.862705102,3.888645995,3.999290834,3.878216734,3.900787113,3.836363551,3.696064824,3.351829747,3.369719112,3.369238078,3.126350731,3.225113993,3.215760938,4.111395276,4.124634456,3.762886465,4.136340415,2.992378209,3.314271817,3.297938753,3.222722531,3.234198258,3.113593514,3.33125132,2.75933591,4.032246117,4.009369068,3.69376967,3.559495174,3.597290699,3.872371162,3.483645499,3.554754334,3.484097693,3.538649893,3.39646373,3.627659434,3.595702209,3.54209102,3.826876289,3.557542141,3.564536845,3.571062074,3.589588384,3.725049099,3.703151247,3.276969609,3.196833252,3.647244026,3.606479027,3.660772737,3.705455327,3.377799007,3.34494149,3.39917454,3.050218539,3.344320488,3.336104667,3.471908094,3.757131461,3.768383549,3.516745701,3.812446587,3.63854995,3.36658347,3.33909752,3.427386241
1b,0.12537438,0,0.092696773,3.058027071,2.892080354,3.062295932,3.637355298,3.370799158,3.467823558,3.303696439,3.241056269,3.408683508,2.927465937,2.930597984,2.952172482,3.649370895,3.732792839,3.664068968,3.934407345,3.961930327,3.948321052,3.151868131,3.179053968,3.146341184,3.427786904,3.503991559,3.460422684,3.935083843,4.010723359,3.97297531,3.38928491,3.443765359,3.462451919,3.196070042,4.353718886,3.950458723,3.108994645,3.081053789,3.069497363,3.188206899,3.23742561,3.287058758,3.549989141,3.228607763,3.575035612,3.667456934,3.842347369,3.735765544,2.98196815,3.000012805,2.826242189,3.081776273,3.047908977,2.999110207,3.907544515,3.940884712,3.921800816,3.410056397,3.55678987,3.614582157,3.299935084,3.336793486,3.263956545,3.49233831,3.520178006,3.509285037,3.3118967,3.373619546,3.404248027,3.22909834,3.175816409,3.186913397,3.128710363,3.024397886,2.932118376,3.079399873,3.095692305,3.051291331,3.380603157,3.406541866,3.452658021,3.597617379,3.65826005,3.662815891,3.463955729,3.737106422,3.640046684,3.692657254,3.555581064,3.523483002,3.189800135,3.136203563,3.233113698,2.984372632,3.294755342,3.203377456,3.413520272,3.705281341,3.4856109,2.960523943,2.922569385,2.948313668,3.393518053,3.31469632,3.399896592,2.325241664,3.035811725,2.835009116,3.276853056,3.031687662,3.333222195,3.378432414,3.242823484,3.334321347,3.301157365,3.691362909,3.595607747,3.442080423,3.326565117,3.215150986,2.798270148,2.868057671,2.914585801,3.576630363,3.648722571,3.621431604,3.494710481,3.535436261,3.602357173,3.004877425,2.932824439,3.217168303,3.890871141,3.718108032,3.79992385,3.333473815,3.461168506,3.229000742,3.189756827,3.402249991,3.543171233,3.681251839,3.7305791,3.474670127,4.009615825,3.945226821,3.953646663,3.178296541,2.872734547,3.314423178,3.171267618,3.143031958,3.219417989,3.132784436,3.245751312,3.380205968,3.747215052,3.736959155,3.693832946,2.971015136,3.254512503,3.374038676,3.800221951,3.46695769,3.68831336,3.194537745,3.19040409,3.134015929,3.527212647,3.519609989,3.508175469,3.737480049,3.76076393,3.780937573,3.155544405,3.09062328,3.053219392,3.013988696,2.85912601,2.878442069,3.691463909,3.785567524,3.792056544,3.816769814,3.832345036,3.821268582,3.273544073,3.412876781,3.344816082,3.196911376,2.933739893,2.632447934,3.84107418,4.127011152,4.095729109,3.923800555,4.081096214,3.927211991,3.568400643,3.627541705,3.448333345,3.446714734,3.73523754,3.644226851,3.739086524,3.693485743,3.679394952,3.278924302,3.419587076,3.21941792,3.544270453,3.412236457,3.438840456,2.745900508,3.141199453,3.098439615,3.478320418,3.594047721,3.89955612,2.995733267,2.927688843,2.956125638,3.816018153,3.522502395,3.480073621,3.554667239,3.539091573,3.528593396,3.619985674,3.492697205,3.579104894,3.126697103,2.929236342,2.984255124,3.284462029,3.360665879,3.12358447,3.721948702,3.599702655,3.608708691,3.909282536,3.926782084,3.913146787,2.79972306,2.889833615,3.267362687,3.137738423,2.242112432,2.558478153,3.134877948,2.901929534,3.115736897,3.240251151,3.459178994,3.397038365,3.658718276,3.6945536,3.616845297,3.472470397,3.416156289,3.476830291,3.336876724,3.330010597,3.386097742,3.565069434,3.448380146,3.214875827,3.625276845,3.56191969,3.532597274,3.014123147,3.038276396,3.060721879,2.933468579,3.101328654,2.936477601,3.881289582,3.75261878,3.649373159,2.769430329,2.638242526,2.929004358,3.970760765,3.82619288,3.743968921,3.584596046,3.667823721,3.706154713,2.698259504,2.704292999,2.697006063,3.57015905,3.462032014,3.572896791,3.685290796,3.749510742,3.822184516,2.494224744,2.484350538,2.485883967,3.432392482,3.738729354,3.931882541,3.695486155,3.633266085,3.819971822,3.860215539,3.784081006,3.813990615,3.200987458,3.167604976,3.183074708,3.020253974,2.945823559,2.97977449,3.656927314,3.626481453,3.635374431,3.55115113,3.386936063,3.43088738,3.200094868,3.140397376,3.214752466,3.478958329,3.578420793,3.572265259,3.359928095,3.431708379,3.342908159,3.005798448,3.069095522,3.122752901,3.800856332,3.746539668,3.68789809,3.473361874,3.317758624,3.30424274,2.7812225,2.800971794,2.840273246,3.280425163,3.145888577,3.167715276,3.256450172,3.224245219,3.136147427,3.453028361,3.441345733,3.240708278,3.640624595,3.603829165,3.235508487,2.713016248,2.824187398,2.836436383,3.590712999,3.579400666,3.468127058,3.164445473,3.105852008,3.192633648,3.377417122,3.293405041,3.31368885,3.539088141,2.880992924,3.698246469,3.14273565,3.232295527,3.038322925,3.567285732,3.809013292,3.842109876,3.821572187,3.674909051,3.774477914,3.513612719,3.461707514,3.626868706,3.530800706,3.361950205,3.127229249,2.962364282,2.774988966,2.928120952,3.329040559,3.330946257,3.330053441,2.99448517,2.887490649,3.076513526,2.899249237,3.03203113,3.172581169,3.890514003,3.875999156,3.819198952,3.581914224,3.410350188,3.472215788,3.174059934,3.222080113,3.196957612,3.554858925,3.465168535,3.610331626,3.358275522,3.345487913,3.373062602,2.874438864,3.035570837,2.988141155,3.687421205,3.780426911,3.600113904,3.131190732,3.129318627,3.158059675,3.648151675,3.433931526,3.741029222,4.006800269,3.900381738,3.881837956,3.544135957,3.581319297,3.46246943,3.244782529,3.23767653,3.241190609,3.387535519,3.378859779,3.339241882,3.33063215,3.318818764,3.330016127,3.29292011,3.075831331,3.360941422,3.115223047,3.423280622,3.330821934,2.934697976,2.977297208,2.983770243,3.991305232,3.99231009,3.991809225,3.15117966,3.170507147,3.168244939,3.124257442,3.179829803,3.165162696,2.828252561,2.823605629,2.816583437,3.211165786,3.207060979,3.193613694,3.063569265,2.892892226,3.018070912,2.877249923,2.986458991,2.620349736,3.201745249,2.771227943,3.072357689,3.56705139,3.218962507,3.088221291,3.785021635,3.5123163,3.922185179,3.925546348,4.068097965,3.897738918,3.791380976,3.874026208,3.59433908,3.36475155,3.379078634,3.374843765,3.216269678,3.264410609,3.269712234,3.908802366,3.927213588,3.599487481,3.902760569,3.427647121,3.534394531,3.20691769,3.148616263,3.158215686,3.170108219,3.333651849,2.868289107,3.997645045,4.006766127,3.675169295,3.473615265,3.51960079,3.745145497,3.554018118,3.710838996,3.580202028,3.448738811,3.334782142,3.579593404,3.526438354,3.621670122,3.81873892,3.552371259,3.550500327,3.556349481,3.629864807,3.865134923,3.841198764,3.371918062,3.279127651,3.639439552,3.635772603,3.543816415,3.628775405,3.385525261,3.382658086,3.407516168,3.184387317,3.34122645,3.39223864,3.394984197,3.596888498,3.633436864,3.742906648,3.63049086,3.734862904,3.348389272,3.31531774,3.42805393
1c,0.105470358,0.112428231,0,3.076296534,2.924571005,3.072594076,3.59146696,3.404865733,3.489496913,3.198014532,3.178437637,3.32177019,2.830245116,2.836355309,2.866055149,3.636128455,3.675112881,3.63986234,3.857878416,3.885219196,3.873467925,3.158084376,3.169011876,3.1588974,3.379746273,3.393677383,3.374716288,3.874777905,3.919140768,3.892494035,3.355733655,3.410409621,3.429521334,3.125567935,4.273442266,3.873295508,3.104818596,3.071857325,3.061626805,3.120614457,3.170581392,3.228134469,3.508819533,3.188860599,3.533462218,3.629285493,3.800790562,3.698331031,2.937460594,2.955913563,2.793416918,3.06772145,3.049208547,2.951320156,3.8486502,3.879456834,3.859835599,3.326629692,3.485669451,3.555073244,3.290628268,3.32696578,3.264325683,3.444322247,3.472665858,3.460613963,3.244098559,3.284187032,3.319446619,3.15348302,3.13216466,3.1386268,3.094904628,2.98546972,2.868760884,3.070540934,3.077273582,3.041269266,3.296903931,3.309850361,3.360680572,3.53804798,3.603981615,3.603981037,3.42902739,3.7225114,3.63357471,3.613473475,3.515698134,3.491471139,3.218636112,3.170168123,3.236212606,2.997635445,3.260378813,3.19979418,3.366639482,3.719156908,3.454174847,2.996631688,2.984790583,2.992114401,3.3772962,3.302575249,3.386105846,2.314292975,3.018965595,2.819899062,3.259337486,3.026428228,3.316143889,3.39183454,3.287173252,3.364533675,3.263691641,3.629779369,3.531315225,3.420671858,3.294231045,3.199250433,2.815881211,2.878049046,2.923913313,3.558317809,3.608185697,3.586048855,3.454348452,3.453475113,3.528998442,2.987241359,2.947132342,3.225553079,3.863927318,3.658529656,3.742936453,3.309454678,3.390195273,3.221504634,3.136474929,3.33379264,3.472653194,3.601376383,3.653740566,3.422943144,3.945943225,3.90793003,3.929218425,3.160081822,2.843963659,3.299396231,3.161355904,3.129575945,3.20068319,3.067749864,3.1962179,3.334021842,3.676560117,3.673779656,3.621765699,2.899289204,3.246522661,3.346028718,3.686469736,3.37861823,3.607724097,3.142395067,3.147849407,3.099258084,3.455290529,3.472702021,3.460836513,3.649815875,3.712969739,3.712202434,3.066255286,3.010106254,3.017775289,2.962362078,2.809198063,2.8285746,3.615123287,3.688286322,3.710431687,3.81483825,3.814664365,3.779923241,3.255790862,3.384973548,3.307455288,3.152683746,2.996865283,2.626401978,3.776176089,4.075568924,4.037669537,3.844667198,4.006611012,3.837993327,3.510381965,3.542214883,3.398571743,3.364968688,3.667796726,3.580174773,3.669500064,3.647402652,3.6270694,3.206276327,3.358705071,3.156156765,3.514660179,3.408910171,3.385996771,2.745823277,3.130515758,3.088538671,3.516859934,3.622747256,3.869809212,3.014838987,2.939607067,2.977938431,3.74732122,3.434382421,3.424546729,3.512395215,3.483479106,3.494096059,3.544793285,3.429117208,3.507944887,3.07938255,2.904221582,2.964808719,3.247308735,3.31103088,3.119622951,3.646195603,3.521520372,3.560453551,3.841777221,3.861530363,3.854107281,2.854432201,2.887682464,3.239725336,3.121190924,2.235238934,2.482653122,3.188133586,2.909242212,3.11391243,3.193122753,3.394993724,3.347789908,3.54589889,3.582639459,3.505911314,3.412195001,3.359504583,3.416395928,3.332871337,3.316405459,3.372035598,3.510022024,3.396372555,3.179516636,3.554339403,3.519608751,3.500734605,3.02160302,3.065657387,3.081641029,2.884090993,3.040829308,2.893071821,3.83284885,3.695873557,3.580987536,2.742167882,2.622101883,2.946107011,3.89731756,3.722342764,3.656709527,3.543138969,3.631094881,3.661754809,2.628432535,2.629518874,2.622815211,3.519510292,3.383011415,3.511695938,3.61074206,3.755037075,3.756379854,2.406263611,2.41749711,2.410215181,3.315152672,3.622664775,3.82073006,3.609273103,3.563690711,3.765639804,3.788761174,3.672056696,3.715451049,3.155874159,3.146170586,3.151841796,2.920935985,2.847719757,2.880681956,3.621710828,3.594364274,3.603957469,3.449042725,3.37385047,3.428296302,3.116240996,3.031343448,3.141901789,3.44586117,3.555733492,3.537514814,3.310049955,3.380748995,3.296653189,3.052572484,3.092421803,3.118180854,3.744543941,3.694887765,3.638444306,3.468063823,3.285961926,3.286720557,2.758409965,2.783950254,2.823455385,3.203501546,3.099856412,3.115986545,3.221226656,3.198304889,3.108480722,3.407162159,3.395420024,3.200708624,3.565508872,3.541193358,3.162912104,2.719537972,2.807839148,2.816285622,3.51369691,3.530896634,3.44009935,3.128291045,3.091845862,3.171496644,3.35187454,3.29444396,3.306639291,3.501902154,2.925253563,3.670690656,3.045231332,3.137807974,2.954743084,3.464513291,3.71383851,3.743789703,3.777541556,3.64157041,3.748697488,3.469848104,3.439469095,3.581087913,3.494117295,3.330782817,3.03307521,2.942164219,2.760234694,2.911438323,3.259615726,3.266183595,3.264585483,2.96886769,2.866591372,3.043525355,2.874175877,3.00716573,3.117637031,3.795263334,3.783000033,3.703656722,3.527890524,3.420872082,3.459382959,3.155916614,3.202137276,3.176288268,3.470421841,3.398667391,3.544477551,3.312029313,3.265936758,3.316148203,2.897006567,3.041622805,3.006264598,3.680888744,3.759335709,3.60311817,3.069209102,3.093665404,3.140809368,3.587867052,3.398799192,3.668780824,3.932895244,3.844618476,3.825872743,3.509190647,3.562067497,3.438754664,3.248733028,3.246094513,3.241694509,3.290204966,3.28482276,3.236101498,3.296931897,3.298604275,3.301506887,3.246992892,3.024132527,3.327471904,3.090844361,3.367138669,3.287495327,2.923713822,2.963729889,2.964822944,3.930412191,3.93065222,3.930583008,3.122406062,3.124645542,3.122949168,3.114816002,3.133068827,3.113593871,2.817848367,2.818483725,2.806225468,3.168820808,3.159648183,3.14574842,3.034517464,2.873441605,2.987896223,2.947207835,3.048309702,2.693609532,3.204076785,2.7524187,3.044733909,3.548086044,3.197229888,3.089583781,3.716253954,3.465830373,3.84291312,3.892122477,4.011043319,3.861954753,3.729334676,3.789007251,3.549703038,3.398802048,3.393607794,3.385939669,3.134681395,3.190010562,3.192520526,3.889968747,3.909586609,3.580043094,3.816403103,3.304564366,3.487521536,3.199513806,3.149942885,3.184451788,3.122620154,3.319415031,2.80717002,3.890033063,3.898134813,3.587757673,3.425069669,3.468372697,3.692482258,3.496357571,3.631788506,3.516913071,3.460986728,3.387188608,3.573724454,3.482938978,3.558945309,3.771321729,3.490967769,3.486214314,3.491463772,3.608011638,3.813313743,3.79123713,3.31043051,3.226377583,3.618645829,3.598282925,3.54721319,3.581678101,3.354721681,3.339901541,3.374831693,3.171348075,3.291891871,3.347723841,3.342150976,3.567165328,3.589830209,3.62782268,3.599526276,3.634682458,3.331103775,3.28089497,3.403144004
