ID,Completed,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,general_instructions_key_2.keys,general_instructions_key_2.rt,general_instructions_key_3.keys,general_instructions_key_3.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key_2.keys,enc_instructions_2_key_2.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_block.thisRepN,enc_practice_block.thisTrialN,enc_practice_block.thisN,enc_practice_block.thisIndex,enc_practice_block.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,end_practice_key.keys,end_practice_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,enc_fx_key.rt,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_fx_key.rt,comprehension_question_4.thisRepN,comprehension_question_4.thisTrialN,comprehension_question_4.thisN,comprehension_question_4.thisIndex,comprehension_question_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_continue_key.rt,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,CompletionCode,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1000,,1,OBJ,FOIL,,,stimuli/fractals/115a.jpg,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,2.657965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2000,,1,OBJ,LURE,,,stimuli/fractals/3b.jpg,-0.234375,0.138888889,stimuli/fractals/3c.jpg,stimuli/fractals/3a.jpg,stimuli/fractals/3b.jpg,-0.234375,0.138888889,-0.234375,0.416666667,-0.078125,0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.296605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,24,ERP,stimuli/fractals/3c.jpg,-0.234375,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2000,,1,OBJ,FOIL,,,stimuli/fractals/168a.jpg,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.3292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6000,,1,OBJ,FOIL,,,stimuli/fractals/160c.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,3.57428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2000,,1,OBJ,TARGET,,,stimuli/fractals/82a.jpg,-0.078125,0.416666667,stimuli/fractals/82a.jpg,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,-0.078125,0.416666667,-0.234375,0.416666667,0.078125,0.416666667,0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0.84142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,3,OLP,stimuli/fractals/82a.jpg,-0.078125,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2000,,1,OBJ,LURE,,,stimuli/fractals/112b.jpg,0.234375,-0.416666667,stimuli/fractals/112c.jpg,stimuli/fractals/112a.jpg,stimuli/fractals/112b.jpg,0.234375,-0.416666667,0.390625,-0.416666667,0.078125,-0.416666667,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.74082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,4,OLP,stimuli/fractals/112c.jpg,0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3000,,1,OBJ,FOIL,,,stimuli/fractals/143c.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.941845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2000,,1,OBJ,FOIL,,,stimuli/fractals/12c.jpg,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.490415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1000,,1,OBJ,TARGET,,,stimuli/fractals/129a.jpg,0.390625,0.138888889,stimuli/fractals/129a.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,0.390625,0.138888889,0.390625,0.416666667,0.234375,0.138888889,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.527725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,27,ERP,stimuli/fractals/129a.jpg,0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1000,,1,OBJ,LURE,,,stimuli/fractals/126c.jpg,-0.078125,0.138888889,stimuli/fractals/126a.jpg,stimuli/fractals/126b.jpg,stimuli/fractals/126c.jpg,-0.078125,0.138888889,-0.078125,-0.138888889,-0.078125,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,2.37391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,9,OLP,stimuli/fractals/126a.jpg,-0.078125,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,500,,1,OBJ,TARGET,,,stimuli/fractals/72b.jpg,0.234375,0.138888889,stimuli/fractals/72b.jpg,stimuli/fractals/72c.jpg,stimuli/fractals/72a.jpg,0.234375,0.138888889,0.390625,0.138888889,0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,j,2.147765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,11,OLP,stimuli/fractals/72b.jpg,0.234375,0.138888889,0.17415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3000,,1,OBJ,LURE,,,stimuli/fractals/136a.jpg,0.078125,0.416666667,stimuli/fractals/136b.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136a.jpg,0.078125,0.416666667,0.078125,0.138888889,-0.078125,0.416666667,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.690855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,28,ERP,stimuli/fractals/136b.jpg,0.078125,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2000,,1,OBJ,LURE,,,stimuli/fractals/124b.jpg,-0.390625,-0.416666667,stimuli/fractals/124a.jpg,stimuli/fractals/124c.jpg,stimuli/fractals/124b.jpg,-0.390625,-0.416666667,-0.390625,-0.138888889,-0.234375,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.35712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,15,OLP,stimuli/fractals/124a.jpg,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1000,,1,OBJ,FOIL,,,stimuli/fractals/84b.jpg,-0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.191115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3000,,1,OBJ,TARGET,,,stimuli/fractals/26b.jpg,0.234375,0.416666667,stimuli/fractals/26b.jpg,stimuli/fractals/26a.jpg,stimuli/fractals/26c.jpg,0.234375,0.416666667,0.390625,0.416666667,0.234375,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.07583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,20,OLP,stimuli/fractals/26b.jpg,0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1000,,1,OBJ,LURE,,,stimuli/fractals/125b.jpg,-0.234375,0.416666667,stimuli/fractals/125c.jpg,stimuli/fractals/125a.jpg,stimuli/fractals/125b.jpg,-0.234375,0.416666667,-0.234375,0.138888889,-0.390625,0.416666667,0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.891115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,31,ERP,stimuli/fractals/125c.jpg,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1000,,1,OBJ,FOIL,,,stimuli/fractals/41c.jpg,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,2.69082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1000,,1,OBJ,TARGET,,,stimuli/fractals/139b.jpg,0.234375,0.416666667,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139a.jpg,0.234375,0.416666667,0.234375,0.138888889,0.390625,0.416666667,-0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.008255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,42,ERP,stimuli/fractals/139b.jpg,0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,k,1,3.591445,,,,,,,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Galériaberendezés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kevesebb, mint 75%-ban tudott a képekre figyelni.","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,k,1,2.941955,,,,,,,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Képfelismerés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kevesebb, mint 75%-ban tudott a képekre figyelni.","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6000,1,1,OBJ,OLP,1,5,stimuli/fractals/159a.jpg,0.390625,0.138888889,stimuli/fractals/159a.jpg,stimuli/fractals/159b.jpg,stimuli/fractals/159c.jpg,0.390625,0.138888889,0.390625,-0.138888889,0.390625,0.416666667,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,403.826725,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,2.304755,,,,,,51,3000,1,2,LOC,LLP,1,4,stimuli/fractals/157a.jpg,0.390625,-0.138888889,stimuli/fractals/157a.jpg,stimuli/fractals/157b.jpg,stimuli/fractals/157c.jpg,0.390625,-0.138888889,0.390625,0.138888889,0.390625,-0.416666667,-0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,2.06442,,,,,,52,3000,1,2,LOC,LLP,1,1,stimuli/fractals/88c.jpg,0.390625,-0.138888889,stimuli/fractals/88c.jpg,stimuli/fractals/88b.jpg,stimuli/fractals/88a.jpg,0.390625,-0.138888889,0.390625,0.138888889,0.390625,-0.416666667,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.591315,,,,,,53,500,1,2,LOC,LLP,1,6,stimuli/fractals/103a.jpg,0.078125,0.138888889,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,stimuli/fractals/103b.jpg,0.078125,0.138888889,0.078125,0.416666667,-0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.75736,,,,,,54,1000,1,2,LOC,LLP,2,0,stimuli/fractals/88c.jpg,0.390625,0.138888889,stimuli/fractals/88c.jpg,stimuli/fractals/88b.jpg,stimuli/fractals/88a.jpg,0.390625,-0.138888889,0.390625,0.138888889,0.390625,-0.416666667,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.445,,,,,,55,1000,1,2,LOC,ERP,1,2,stimuli/fractals/165b.jpg,-0.078125,-0.138888889,stimuli/fractals/165b.jpg,stimuli/fractals/165c.jpg,stimuli/fractals/165a.jpg,-0.078125,-0.138888889,-0.078125,0.138888889,-0.234375,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.77605,,,,,,56,1000,1,2,LOC,LLP,2,0,stimuli/fractals/157a.jpg,0.390625,0.138888889,stimuli/fractals/157a.jpg,stimuli/fractals/157b.jpg,stimuli/fractals/157c.jpg,0.390625,-0.138888889,0.390625,0.138888889,0.390625,-0.416666667,-0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,2.77514,,,,,,57,500,1,2,LOC,LLP,1,6,stimuli/fractals/127b.jpg,0.234375,0.138888889,stimuli/fractals/127b.jpg,stimuli/fractals/127c.jpg,stimuli/fractals/127a.jpg,0.234375,0.138888889,0.234375,-0.138888889,0.078125,0.138888889,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.10747,,,,,,58,2000,1,2,LOC,ERP,2,0,stimuli/fractals/165b.jpg,-0.078125,-0.138888889,stimuli/fractals/165b.jpg,stimuli/fractals/165c.jpg,stimuli/fractals/165a.jpg,-0.078125,-0.138888889,-0.078125,0.138888889,-0.234375,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.932425,,,,,,59,500,1,2,LOC,LLP,1,5,stimuli/fractals/142b.jpg,0.390625,0.138888889,stimuli/fractals/142b.jpg,stimuli/fractals/142c.jpg,stimuli/fractals/142a.jpg,0.390625,0.138888889,0.234375,0.138888889,0.390625,0.416666667,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.76258,,,,,,60,6000,1,2,LOC,LLP,2,0,stimuli/fractals/103a.jpg,0.078125,0.416666667,stimuli/fractals/103a.jpg,stimuli/fractals/103c.jpg,stimuli/fractals/103b.jpg,0.078125,0.138888889,0.078125,0.416666667,-0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.941565,,,,,,61,8000,1,2,LOC,LLP,1,1,stimuli/fractals/23a.jpg,0.078125,-0.138888889,stimuli/fractals/23a.jpg,stimuli/fractals/23b.jpg,stimuli/fractals/23c.jpg,0.078125,-0.138888889,-0.078125,-0.138888889,0.234375,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,krwSMP9L,igen,igen,2020-09-28_11h05.25.205,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,2.47463,,,,,,62,7000,1,2,LOC,ERP,1,3,stimuli/fractals/69a.jpg,-0.234375,-0.416666667,stimuli/fractals/69a.jpg,stimuli/fractals/69c.jpg,stimuli/fractals/69b.jpg,-0.234375,-0.416666667,-0.390625,-0.416666667,-0.234375,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
