EncodingTable,RecognitionTable,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,info_repeat_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,QuestionNr,QuestionGroup,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,Jelszó*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,loc_instructions_1_key.keys,loc_instructions_1_key.rt,loc_instructions_2_key.keys,loc_instructions_2_key.rt,loc_instructions_2_key_2.keys,loc_instructions_2_key_2.rt,loc_instructions_recognition_3_key.keys,loc_instructions_recognition_3_key.rt,faq_key.keys,faq_key.rt,loc_instructions_practice_key.keys,loc_instructions_practice_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,loc_enc_practice.thisRepN,loc_enc_practice.thisTrialN,loc_enc_practice.thisN,loc_enc_practice.thisIndex,loc_enc_practice.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_trial_key.rt,enc_fx_key.rt,filler_task_resp.keys,filler_task_resp.corr,filler_task_resp.rt,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,loc_rec_practice.thisRepN,loc_rec_practice.thisTrialN,loc_rec_practice.thisN,loc_rec_practice.thisIndex,loc_rec_practice.ran,LOC_PRACTICE.thisRepN,LOC_PRACTICE.thisTrialN,LOC_PRACTICE.thisN,LOC_PRACTICE.thisIndex,LOC_PRACTICE.ran,end_practice_key.keys,end_practice_key.rt,obj_instructions_1_key.keys,obj_instructions_1_key.rt,obj_instructions_2_key.keys,obj_instructions_2_key.rt,obj_instructions_recognition_3_key.keys,obj_instructions_recognition_3_key.rt,faq_key_2.keys,faq_key_2.rt,info_repeat_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,obj_instructions_practice_key.keys,obj_instructions_practice_key.rt,obj_enc_practice.thisRepN,obj_enc_practice.thisTrialN,obj_enc_practice.thisN,obj_enc_practice.thisIndex,obj_enc_practice.ran,obj_rec_practice.thisRepN,obj_rec_practice.thisTrialN,obj_rec_practice.thisN,obj_rec_practice.thisIndex,obj_rec_practice.ran,OBJ_PRACTICE.thisRepN,OBJ_PRACTICE.thisTrialN,OBJ_PRACTICE.thisN,OBJ_PRACTICE.thisIndex,OBJ_PRACTICE.ran,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,start_task_key.keys,start_task_key.rt,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_fx_key.rt,comprehension_questions_4.thisRepN,comprehension_questions_4.thisTrialN,comprehension_questions_4.thisN,comprehension_questions_4.thisIndex,comprehension_questions_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_questions_5.thisRepN,comprehension_questions_5.thisTrialN,comprehension_questions_5.thisN,comprehension_questions_5.thisIndex,comprehension_questions_5.ran,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,500,,3,OBJ,TARGET,,,stimuli/fractals/41c.jpg,-0.295646838,0.017914693,stimuli/fractals/41c.jpg,stimuli/fractals/41a.jpg,stimuli/fractals/41b.jpg,-0.295646838,0.017914693,-0.195912959,-0.289766365,-0.093435834,-0.085419898,0.244503153,0.228260182,,,,,,,f,0.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,122,ERP,stimuli/fractals/41c.jpg,-0.295646838,0.017914693,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1000,,3,OBJ,FOIL,,,stimuli/fractals/91b.jpg,0.355714286,0.388375852,,,,,,,,,,,,,,,,,,j,2.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2000,,3,OBJ,TARGET,,,stimuli/fractals/135a.jpg,-0.354905073,-0.290968501,stimuli/fractals/135a.jpg,stimuli/fractals/135c.jpg,stimuli/fractals/135b.jpg,-0.354905073,-0.290968501,-0.131593687,-0.400686979,-0.326104791,0.175908883,-0.023609364,0.415704163,,,,,,,f,1.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,138,ERP,stimuli/fractals/135a.jpg,-0.354905073,-0.290968501,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1000,,3,OBJ,LURE,,,stimuli/fractals/42c.jpg,0.149566363,-0.093114531,stimuli/fractals/42b.jpg,stimuli/fractals/42a.jpg,stimuli/fractals/42c.jpg,0.149566363,-0.093114531,0.347588619,0.06163237,0.129703813,-0.376906914,-0.354557582,0.067131083,,,,,,,j,1.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,140,ERP,stimuli/fractals/42b.jpg,0.149566363,-0.093114531,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,d,0,6.262,,,,,,,6,4,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Galériaberendezés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kérjük, próbáljon meg a továbbiakban jobban figyelni a képekre. ","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,d,0,1.637,,,,,,,7,4,"Mit gondol, ebben a körben milyen arányban tudott figyelni a képekre a Képfelismerés feladatban? Kérjük, válaszoljon őszintén. Válasza a vizsgálat bejefezésével járó jutalom (kredit, ajándékutalvány) értékét nem befolyásolja.",D: 0-24%    F: 25-49%    J: 50-74%    K: 75-100%,k,Köszönjük!,"Kérjük, próbáljon meg a továbbiakban jobban figyelni a képekre. ","Kérjük, próbáljon meg a továbbiakban figyelni a képekre. ",37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,2000,1,3,OBJ,OLP,1,6,stimuli/fractals/52c.jpg,0.079108488,-0.343987548,stimuli/fractals/52c.jpg,stimuli/fractals/52b.jpg,stimuli/fractals/52a.jpg,0.079108488,-0.343987548,0.076705765,-0.019711105,-0.064765319,-0.104058666,-0.380633345,-0.096875791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,7.049,0,2,2,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,64.121,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,151,2000,2,4,LOC,LLP,1,6,stimuli/fractals/114b.jpg,0.224897688,0.096365507,stimuli/fractals/114b.jpg,stimuli/fractals/114a.jpg,stimuli/fractals/114c.jpg,0.224897688,0.096365507,0.365473324,-0.122344454,-0.026144414,0.07768893,-0.192258899,-0.391526005,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,94.137,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,152,1000,2,4,LOC,LLP,1,1,stimuli/fractals/116c.jpg,-0.151288423,0.306022646,stimuli/fractals/116c.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,-0.151288423,0.306022646,-0.310953602,-0.018342329,-0.327051137,-0.1724256,0.240088703,-0.173965444,0.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,153,4000,2,4,LOC,BL,0,0,stimuli/fractals/59b.jpg,0.037464377,-0.381293443,stimuli/fractals/59b.jpg,stimuli/fractals/59a.jpg,stimuli/fractals/59c.jpg,0.037464377,-0.381293443,-0.261269744,-0.341965949,-0.019179253,0.208287433,0.355714286,0.388375852,1.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,154,1000,2,4,LOC,LLP,2,0,stimuli/fractals/116c.jpg,-0.261269744,-0.341965949,stimuli/fractals/116c.jpg,stimuli/fractals/116b.jpg,stimuli/fractals/116a.jpg,0.037464377,-0.381293443,-0.261269744,-0.341965949,-0.019179253,0.208287433,0.355714286,0.388375852,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,155,3000,2,4,LOC,LLP,1,5,stimuli/fractals/122b.jpg,0.255228471,0.188590192,stimuli/fractals/122b.jpg,stimuli/fractals/122a.jpg,stimuli/fractals/122c.jpg,0.255228471,0.188590192,0.185120876,-0.306537265,0.232866139,-0.321558974,-0.235644382,0.06044604,1.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,156,6000,2,4,LOC,LLP,1,5,stimuli/fractals/24a.jpg,-0.257941902,0.05450716,stimuli/fractals/24a.jpg,stimuli/fractals/24c.jpg,stimuli/fractals/24b.jpg,-0.257941902,0.05450716,-0.162514334,0.401523558,0.004813798,0.100919545,0.326632374,-0.399958934,1.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,157,4000,2,4,LOC,LLP,1,6,stimuli/fractals/147c.jpg,-0.342093795,-0.370181751,stimuli/fractals/147c.jpg,stimuli/fractals/147b.jpg,stimuli/fractals/147a.jpg,-0.342093795,-0.370181751,-0.361213064,0.115941734,-0.14887285,-0.038710814,0.213798043,-0.404016773,1.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,158,6000,2,4,LOC,LLP,2,0,stimuli/fractals/114b.jpg,0.365473324,-0.122344454,stimuli/fractals/114b.jpg,stimuli/fractals/114a.jpg,stimuli/fractals/114c.jpg,0.224897688,0.096365507,0.365473324,-0.122344454,-0.026144414,0.07768893,-0.192258899,-0.391526005,1.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,159,1000,2,4,LOC,LLP,1,3,stimuli/fractals/117a.jpg,-0.112435189,-0.190364448,stimuli/fractals/117a.jpg,stimuli/fractals/117c.jpg,stimuli/fractals/117b.jpg,-0.112435189,-0.190364448,-0.075315481,0.311151609,-0.281910868,-0.29545666,0.37542898,0.213774106,1.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,160,500,2,4,LOC,LLP,1,4,stimuli/fractals/130c.jpg,0.300206882,-0.065076317,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,stimuli/fractals/130a.jpg,0.300206882,-0.065076317,0.172048468,0.331365315,0.118964314,0.055185334,-0.382793826,0.171513027,2.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,161,1000,2,4,LOC,LLP,2,0,stimuli/fractals/122b.jpg,0.185120876,-0.306537265,stimuli/fractals/122b.jpg,stimuli/fractals/122a.jpg,stimuli/fractals/122c.jpg,0.255228471,0.188590192,0.185120876,-0.306537265,0.232866139,-0.321558974,-0.235644382,0.06044604,1.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,162,3000,2,4,LOC,LLP,2,0,stimuli/fractals/24a.jpg,-0.162514334,0.401523558,stimuli/fractals/24a.jpg,stimuli/fractals/24c.jpg,stimuli/fractals/24b.jpg,-0.257941902,0.05450716,-0.162514334,0.401523558,0.004813798,0.100919545,0.326632374,-0.399958934,2.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,163,2000,2,4,LOC,LLP,2,0,stimuli/fractals/117a.jpg,-0.075315481,0.311151609,stimuli/fractals/117a.jpg,stimuli/fractals/117c.jpg,stimuli/fractals/117b.jpg,-0.112435189,-0.190364448,-0.075315481,0.311151609,-0.281910868,-0.29545666,0.37542898,0.213774106,1.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,500,2,4,LOC,LLP,2,0,stimuli/fractals/147c.jpg,-0.361213064,0.115941734,stimuli/fractals/147c.jpg,stimuli/fractals/147b.jpg,stimuli/fractals/147a.jpg,-0.342093795,-0.370181751,-0.361213064,0.115941734,-0.14887285,-0.038710814,0.213798043,-0.404016773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,165,1000,2,4,LOC,LLP,2,0,stimuli/fractals/130c.jpg,0.172048468,0.331365315,stimuli/fractals/130c.jpg,stimuli/fractals/130b.jpg,stimuli/fractals/130a.jpg,0.300206882,-0.065076317,0.172048468,0.331365315,0.118964314,0.055185334,-0.382793826,0.171513027,1.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,166,5000,2,4,LOC,LLP,1,3,stimuli/fractals/98b.jpg,0.086406187,-0.05739785,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,stimuli/fractals/98a.jpg,0.086406187,-0.05739785,0.265407384,0.336096476,0.006923333,0.333495932,-0.370791517,0.263112044,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,167,3000,2,4,LOC,ERP,1,1,stimuli/fractals/110a.jpg,-0.028451548,0.072807769,stimuli/fractals/110a.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,-0.028451548,0.072807769,-0.201159301,-0.013173071,-0.016425928,-0.343231208,0.368551742,-0.336339686,1.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,168,3000,2,4,LOC,LLP,1,6,stimuli/fractals/74c.jpg,-0.187594328,-0.063417781,stimuli/fractals/74c.jpg,stimuli/fractals/74a.jpg,stimuli/fractals/74b.jpg,-0.187594328,-0.063417781,-0.322839665,0.306906628,0.097408744,0.324993947,0.271783389,-0.358406088,2.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,169,1000,2,4,LOC,ERP,2,0,stimuli/fractals/110a.jpg,-0.028451548,0.072807769,stimuli/fractals/110a.jpg,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,-0.028451548,0.072807769,-0.201159301,-0.013173071,-0.016425928,-0.343231208,0.368551742,-0.336339686,1.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,170,4000,2,4,LOC,LLP,2,0,stimuli/fractals/98b.jpg,0.265407384,0.336096476,stimuli/fractals/98b.jpg,stimuli/fractals/98c.jpg,stimuli/fractals/98a.jpg,0.086406187,-0.05739785,0.265407384,0.336096476,0.006923333,0.333495932,-0.370791517,0.263112044,2.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,171,5000,2,4,LOC,ERP,1,5,stimuli/fractals/97b.jpg,0.284380826,-0.182329798,stimuli/fractals/97b.jpg,stimuli/fractals/97c.jpg,stimuli/fractals/97a.jpg,0.284380826,-0.182329798,0.339683064,0.114746871,0.173308036,-0.408413613,-0.247748189,-0.230094137,2.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,37739,tudomány,igen,igen,2021-02-21_10h18.37.516,terkepesz_online,2020.2.9,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,172,3000,2,4,LOC,LLP,1,3,stimuli/fractals/15c.jpg,0.090465819,-0.400595813,stimuli/fractals/15c.jpg,stimuli/fractals/15a.jpg,stimuli/fractals/15b.jpg,0.090465819,-0.400595813,0.35922291,-0.344868483,0.075188613,-0.014477751,-0.2042641,0.320098158,1.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
