ID,Completed,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,general_instructions_key_2.keys,general_instructions_key_2.rt,general_instructions_key_3.keys,general_instructions_key_3.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key_2.keys,enc_instructions_2_key_2.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_block.thisRepN,enc_practice_block.thisTrialN,enc_practice_block.thisN,enc_practice_block.thisIndex,enc_practice_block.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,end_practice_key.keys,end_practice_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,enc_fx_key.rt,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,comprehension_continue_key.rt,comprehension_question_4.thisRepN,comprehension_question_4.thisTrialN,comprehension_question_4.thisN,comprehension_question_4.thisIndex,comprehension_question_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,rec_fx_key.rt,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,CompletionCode,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,j,f,0.912495,,,,,,41,3000,1,1,OBJ,OLP,2,0,stimuli/fractals/8a.jpg,0.078125,0.416666667,stimuli/fractals/8b.jpg,stimuli/fractals/8a.jpg,stimuli/fractals/8c.jpg,0.078125,0.416666667,0.078125,0.138888889,-0.078125,0.416666667,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,40,1,0.49232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,1.54654,,,,,,42,3000,1,1,OBJ,ERP,1,2,stimuli/fractals/139b.jpg,0.234375,0.416666667,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139a.jpg,0.234375,0.416666667,0.234375,0.138888889,0.390625,0.416666667,-0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,41,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,1.431205,,,,,,43,2000,1,1,OBJ,OLP,1,5,stimuli/fractals/94b.jpg,-0.390625,-0.138888889,stimuli/fractals/94b.jpg,stimuli/fractals/94a.jpg,stimuli/fractals/94c.jpg,-0.390625,-0.138888889,-0.390625,0.138888889,-0.390625,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,42,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,1.8998,,,,,,44,2000,1,1,OBJ,OLP,1,2,stimuli/fractals/156b.jpg,0.078125,-0.416666667,stimuli/fractals/156b.jpg,stimuli/fractals/156c.jpg,stimuli/fractals/156a.jpg,0.078125,-0.416666667,0.078125,-0.138888889,0.234375,-0.416666667,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,43,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,1.56588,,,,,,45,1000,1,1,OBJ,ERP,2,0,stimuli/fractals/139b.jpg,0.234375,0.416666667,stimuli/fractals/139b.jpg,stimuli/fractals/139c.jpg,stimuli/fractals/139a.jpg,0.234375,0.416666667,0.234375,0.138888889,0.390625,0.416666667,-0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,2.37926,,,,,,46,4000,1,1,OBJ,BL,0,0,stimuli/fractals/154a.jpg,0.390625,-0.138888889,stimuli/fractals/154a.jpg,stimuli/fractals/154c.jpg,stimuli/fractals/154b.jpg,0.390625,-0.138888889,0.234375,-0.138888889,0.390625,0.138888889,-0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,1.529215,,,,,,47,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/156c.jpg,0.390625,-0.138888889,stimuli/fractals/156b.jpg,stimuli/fractals/156c.jpg,stimuli/fractals/156a.jpg,0.390625,-0.138888889,0.234375,-0.138888889,0.390625,0.138888889,-0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,1.61729,,,,,,48,1000,1,1,OBJ,OLP,1,1,stimuli/fractals/44a.jpg,-0.390625,-0.416666667,stimuli/fractals/44a.jpg,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,-0.390625,-0.416666667,-0.390625,-0.138888889,-0.234375,-0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,f,1.59891,,,,,,49,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/94a.jpg,-0.390625,-0.138888889,stimuli/fractals/94b.jpg,stimuli/fractals/94a.jpg,stimuli/fractals/94c.jpg,-0.390625,-0.138888889,-0.390625,0.138888889,-0.390625,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,j,2.497445,,,,,,50,1000,1,1,OBJ,OLP,2,0,stimuli/fractals/44c.jpg,-0.390625,-0.416666667,stimuli/fractals/44a.jpg,stimuli/fractals/44c.jpg,stimuli/fractals/44b.jpg,-0.390625,-0.416666667,-0.390625,-0.138888889,-0.234375,-0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000,,1,OBJ,TARGET,,,stimuli/fractals/4c.jpg,-0.390625,0.138888889,stimuli/fractals/4c.jpg,stimuli/fractals/4a.jpg,stimuli/fractals/4b.jpg,-0.390625,0.138888889,-0.390625,0.416666667,-0.234375,0.138888889,0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.033705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,OLP,stimuli/fractals/4c.jpg,-0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2000,,1,OBJ,TARGET,,,stimuli/fractals/24a.jpg,-0.234375,-0.416666667,stimuli/fractals/24a.jpg,stimuli/fractals/24c.jpg,stimuli/fractals/24b.jpg,-0.234375,-0.416666667,-0.390625,-0.416666667,-0.234375,-0.138888889,0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.518395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,10,ERP,stimuli/fractals/24a.jpg,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000,,1,OBJ,TARGET,,,stimuli/fractals/110c.jpg,0.078125,0.138888889,stimuli/fractals/110c.jpg,stimuli/fractals/110b.jpg,stimuli/fractals/110a.jpg,0.078125,0.138888889,0.078125,0.416666667,-0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.437015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,13,ERP,stimuli/fractals/110c.jpg,0.078125,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2000,,1,OBJ,FOIL,,,stimuli/fractals/30a.jpg,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,0.998315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1000,,1,OBJ,LURE,,,stimuli/fractals/38a.jpg,0.390625,-0.138888889,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,stimuli/fractals/38a.jpg,0.390625,-0.138888889,0.390625,-0.416666667,0.234375,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,2.34863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,16,ERP,stimuli/fractals/38b.jpg,0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3000,,1,OBJ,LURE,,,stimuli/fractals/159c.jpg,0.390625,0.138888889,stimuli/fractals/159a.jpg,stimuli/fractals/159b.jpg,stimuli/fractals/159c.jpg,0.390625,0.138888889,0.390625,-0.138888889,0.390625,0.416666667,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.794065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,2,OLP,stimuli/fractals/159a.jpg,0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1000,,1,OBJ,FOIL,,,stimuli/fractals/115a.jpg,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.297605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2000,,1,OBJ,LURE,,,stimuli/fractals/3b.jpg,-0.234375,0.138888889,stimuli/fractals/3c.jpg,stimuli/fractals/3a.jpg,stimuli/fractals/3b.jpg,-0.234375,0.138888889,-0.234375,0.416666667,-0.078125,0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2.096135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,24,ERP,stimuli/fractals/3c.jpg,-0.234375,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2000,,1,OBJ,FOIL,,,stimuli/fractals/168a.jpg,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,2.70144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6000,,1,OBJ,FOIL,,,stimuli/fractals/160c.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.78108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2000,,1,OBJ,TARGET,,,stimuli/fractals/82a.jpg,-0.078125,0.416666667,stimuli/fractals/82a.jpg,stimuli/fractals/82b.jpg,stimuli/fractals/82c.jpg,-0.078125,0.416666667,-0.234375,0.416666667,0.078125,0.416666667,0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.55013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,3,OLP,stimuli/fractals/82a.jpg,-0.078125,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2000,,1,OBJ,LURE,,,stimuli/fractals/112b.jpg,0.234375,-0.416666667,stimuli/fractals/112c.jpg,stimuli/fractals/112a.jpg,stimuli/fractals/112b.jpg,0.234375,-0.416666667,0.390625,-0.416666667,0.078125,-0.416666667,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.59712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,4,OLP,stimuli/fractals/112c.jpg,0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3000,,1,OBJ,FOIL,,,stimuli/fractals/143c.jpg,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.264685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2000,,1,OBJ,FOIL,,,stimuli/fractals/12c.jpg,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,0.986015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1000,,1,OBJ,TARGET,,,stimuli/fractals/129a.jpg,0.390625,0.138888889,stimuli/fractals/129a.jpg,stimuli/fractals/129b.jpg,stimuli/fractals/129c.jpg,0.390625,0.138888889,0.390625,0.416666667,0.234375,0.138888889,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.35253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,27,ERP,stimuli/fractals/129a.jpg,0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1000,,1,OBJ,LURE,,,stimuli/fractals/126c.jpg,-0.078125,0.138888889,stimuli/fractals/126a.jpg,stimuli/fractals/126b.jpg,stimuli/fractals/126c.jpg,-0.078125,0.138888889,-0.078125,-0.138888889,-0.078125,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.66935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,9,OLP,stimuli/fractals/126a.jpg,-0.078125,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,500,,1,OBJ,TARGET,,,stimuli/fractals/72b.jpg,0.234375,0.138888889,stimuli/fractals/72b.jpg,stimuli/fractals/72c.jpg,stimuli/fractals/72a.jpg,0.234375,0.138888889,0.390625,0.138888889,0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.35853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,11,OLP,stimuli/fractals/72b.jpg,0.234375,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3000,,1,OBJ,LURE,,,stimuli/fractals/136a.jpg,0.078125,0.416666667,stimuli/fractals/136b.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136a.jpg,0.078125,0.416666667,0.078125,0.138888889,-0.078125,0.416666667,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.561005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,28,ERP,stimuli/fractals/136b.jpg,0.078125,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2000,,1,OBJ,LURE,,,stimuli/fractals/124b.jpg,-0.390625,-0.416666667,stimuli/fractals/124a.jpg,stimuli/fractals/124c.jpg,stimuli/fractals/124b.jpg,-0.390625,-0.416666667,-0.390625,-0.138888889,-0.234375,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.586155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,15,OLP,stimuli/fractals/124a.jpg,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1000,,1,OBJ,FOIL,,,stimuli/fractals/84b.jpg,-0.390625,-0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.125755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3000,,1,OBJ,TARGET,,,stimuli/fractals/26b.jpg,0.234375,0.416666667,stimuli/fractals/26b.jpg,stimuli/fractals/26a.jpg,stimuli/fractals/26c.jpg,0.234375,0.416666667,0.390625,0.416666667,0.234375,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.886785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,20,OLP,stimuli/fractals/26b.jpg,0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1000,,1,OBJ,LURE,,,stimuli/fractals/125b.jpg,-0.234375,0.416666667,stimuli/fractals/125c.jpg,stimuli/fractals/125a.jpg,stimuli/fractals/125b.jpg,-0.234375,0.416666667,-0.234375,0.138888889,-0.390625,0.416666667,0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1.99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,31,ERP,stimuli/fractals/125c.jpg,-0.234375,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,Ew4X2KpB,igen,igen,2020-09-28_20h45.41.034,terkepesz_online,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1000,,1,OBJ,FOIL,,,stimuli/fractals/41c.jpg,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1.25061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,0,FOIL,nan,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
