ID,Completed,experiment_information_key.keys,experiment_information_key.rt,comprehension_key.keys,comprehension_key.corr,comprehension_key.rt,comprehension_continue_key.keys,comprehension_questions_1.thisRepN,comprehension_questions_1.thisTrialN,comprehension_questions_1.thisN,comprehension_questions_1.thisIndex,comprehension_questions_1.ran,Question,Answer,CorrectResponse,CorrectAnswer,IncorrectAnswer,InfoRepeated,Azonosító kód*,A vizsgálat feltételeibe beleegyezem. (igen/nem)*,Az adatkezelési feltételeket elfogadom. (igen/nem)*,date,expName,psychopyVersion,OS,frameRate,lab_key.keys,lab_key.rt,general_instructions_key.keys,general_instructions_key.rt,general_instructions_key_2.keys,general_instructions_key_2.rt,general_instructions_key_3.keys,general_instructions_key_3.rt,enc_instructions_1_key.keys,enc_instructions_1_key.rt,enc_instructions_2_key.keys,enc_instructions_2_key.rt,enc_instructions_2_key_2.keys,enc_instructions_2_key_2.rt,enc_instructions_3_key.keys,enc_instructions_3_key.rt,comprehension_questions_2.thisRepN,comprehension_questions_2.thisTrialN,comprehension_questions_2.thisN,comprehension_questions_2.thisIndex,comprehension_questions_2.ran,enc_fx_key.keys,enc_trial_key.keys,enc_trial_key.rt,enc_practice_block.thisRepN,enc_practice_block.thisTrialN,enc_practice_block.thisN,enc_practice_block.thisIndex,enc_practice_block.ran,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,Order,Delay,CurrentImage,CurrentX,CurrentY,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil,enc_practice_trials.thisRepN,enc_practice_trials.thisTrialN,enc_practice_trials.thisN,enc_practice_trials.thisIndex,enc_practice_trials.ran,enc_fx_key.rt,end_practice_key.keys,end_practice_key.rt,rec_instructions_1_key.keys,rec_instructions_1_key.rt,rec_instructions_2_key.keys,rec_instructions_2_key.rt,rec_instructions_3_key.keys,rec_instructions_3_key.rt,rec_instructions_4_key.keys,rec_instructions_4_key.rt,demo_key.keys,demo_key.rt,demo_trials.thisRepN,demo_trials.thisTrialN,demo_trials.thisN,demo_trials.thisIndex,demo_trials.ran,Task,DemoImage,DemoX,DemoY,InPractice,DemoText,demo_end_key.keys,demo_end_key.rt,comprehension_continue_key.rt,comprehension_questions_3.thisRepN,comprehension_questions_3.thisTrialN,comprehension_questions_3.thisN,comprehension_questions_3.thisIndex,comprehension_questions_3.ran,rec_fx_key.keys,rec_trial_key.keys,rec_trial_key.rt,rec_practice_trials.thisRepN,rec_practice_trials.thisTrialN,rec_practice_trials.thisN,rec_practice_trials.thisIndex,rec_practice_trials.ran,rec_practice_blocks.thisRepN,rec_practice_blocks.thisTrialN,rec_practice_blocks.thisN,rec_practice_blocks.thisIndex,rec_practice_blocks.ran,enc_full_practice.thisRepN,enc_full_practice.thisTrialN,enc_full_practice.thisN,enc_full_practice.thisIndex,enc_full_practice.ran,rec_full_practice.thisRepN,rec_full_practice.thisTrialN,rec_full_practice.thisN,rec_full_practice.thisIndex,rec_full_practice.ran,full_practce.thisRepN,full_practce.thisTrialN,full_practce.thisN,full_practce.thisIndex,full_practce.ran,enc_trials.thisRepN,enc_trials.thisTrialN,enc_trials.thisN,enc_trials.thisIndex,enc_trials.ran,rec_trials.thisRepN,rec_trials.thisTrialN,rec_trials.thisN,rec_trials.thisIndex,rec_trials.ran,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,rec_fx_key.rt,comprehension_question_4.thisRepN,comprehension_question_4.thisTrialN,comprehension_question_4.thisN,comprehension_question_4.thisIndex,comprehension_question_4.ran,enc_run_end_key.keys,enc_run_end_key.rt,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,run.ran,inter_task_break_key.keys,inter_task_break_key.rt,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,comprehension_end.thisRepN,comprehension_end.thisTrialN,comprehension_end.thisN,comprehension_end.thisIndex,comprehension_end.ran,CompletionCode,end_experiment_key.keys,end_experiment_key.rt
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.87935,,,,,,59,500,1,2,LOC,LLP,1,5,stimuli/fractals/95b.jpg,0.390625,0.138888889,stimuli/fractals/95b.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95c.jpg,0.390625,0.138888889,0.234375,0.138888889,0.390625,0.416666667,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.63344,,,,,,60,6000,1,2,LOC,LLP,2,0,stimuli/fractals/39b.jpg,0.078125,0.416666667,stimuli/fractals/39b.jpg,stimuli/fractals/39a.jpg,stimuli/fractals/39c.jpg,0.078125,0.138888889,0.078125,0.416666667,-0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.58999,,,,,,61,8000,1,2,LOC,LLP,1,1,stimuli/fractals/106a.jpg,0.078125,-0.138888889,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,0.078125,-0.138888889,-0.078125,-0.138888889,0.234375,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.319585,,,,,,62,7000,1,2,LOC,ERP,1,3,stimuli/fractals/72a.jpg,-0.234375,-0.416666667,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,-0.234375,-0.416666667,-0.390625,-0.416666667,-0.234375,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,2.668465,,,,,,63,1000,1,2,LOC,LLP,2,0,stimuli/fractals/106a.jpg,-0.078125,-0.138888889,stimuli/fractals/106a.jpg,stimuli/fractals/106c.jpg,stimuli/fractals/106b.jpg,0.078125,-0.138888889,-0.078125,-0.138888889,0.234375,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.427805,,,,,,64,4000,1,2,LOC,LLP,2,0,stimuli/fractals/7c.jpg,0.234375,-0.138888889,stimuli/fractals/7c.jpg,stimuli/fractals/7b.jpg,stimuli/fractals/7a.jpg,0.234375,0.138888889,0.234375,-0.138888889,0.078125,0.138888889,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.393695,,,,,,65,2000,1,2,LOC,LLP,2,0,stimuli/fractals/95b.jpg,0.234375,0.138888889,stimuli/fractals/95b.jpg,stimuli/fractals/95a.jpg,stimuli/fractals/95c.jpg,0.390625,0.138888889,0.234375,0.138888889,0.390625,0.416666667,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,2.328345,,,,,,66,4000,1,2,LOC,ERP,2,0,stimuli/fractals/72a.jpg,-0.234375,-0.416666667,stimuli/fractals/72a.jpg,stimuli/fractals/72c.jpg,stimuli/fractals/72b.jpg,-0.234375,-0.416666667,-0.390625,-0.416666667,-0.234375,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,2.10809,,,,,,67,1000,1,2,LOC,LLP,1,6,stimuli/fractals/34b.jpg,0.390625,-0.416666667,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,0.390625,-0.416666667,0.234375,-0.416666667,0.390625,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,2.563495,,,,,,68,3000,1,2,LOC,BL,0,0,stimuli/fractals/97c.jpg,0.390625,-0.138888889,stimuli/fractals/97c.jpg,stimuli/fractals/97a.jpg,stimuli/fractals/97b.jpg,0.390625,-0.138888889,0.234375,-0.138888889,0.390625,0.138888889,-0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,2.644475,,,,,,69,1000,1,2,LOC,BL,0,0,stimuli/fractals/97c.jpg,0.390625,-0.138888889,stimuli/fractals/97c.jpg,stimuli/fractals/97a.jpg,stimuli/fractals/97b.jpg,0.390625,-0.138888889,0.234375,-0.138888889,0.390625,0.138888889,-0.390625,0.138888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.74198,,,,,,70,1000,1,2,LOC,ERP,1,4,stimuli/fractals/124b.jpg,-0.078125,-0.416666667,stimuli/fractals/124b.jpg,stimuli/fractals/124c.jpg,stimuli/fractals/124a.jpg,-0.078125,-0.416666667,-0.234375,-0.416666667,0.078125,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,500,1,2,LOC,LLP,1,5,stimuli/fractals/60a.jpg,-0.234375,0.138888889,stimuli/fractals/60a.jpg,stimuli/fractals/60c.jpg,stimuli/fractals/60b.jpg,-0.234375,0.138888889,-0.234375,-0.138888889,-0.234375,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,f,j,1.16473,,,,,,72,7000,1,2,LOC,ERP,1,3,stimuli/fractals/28b.jpg,0.234375,0.138888889,stimuli/fractals/28b.jpg,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,0.234375,0.138888889,0.078125,0.138888889,0.234375,0.416666667,-0.234375,-0.416666667,,,,,,0.196705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,0.935715,,,,,,73,4000,1,2,LOC,LLP,1,6,stimuli/fractals/123a.jpg,0.390625,-0.416666667,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,stimuli/fractals/123c.jpg,0.390625,-0.416666667,0.234375,-0.416666667,0.390625,-0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.47544,,,,,,74,2000,1,2,LOC,LLP,2,0,stimuli/fractals/34b.jpg,0.234375,-0.416666667,stimuli/fractals/34b.jpg,stimuli/fractals/34a.jpg,stimuli/fractals/34c.jpg,0.390625,-0.416666667,0.234375,-0.416666667,0.390625,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.0763,,,,,,75,2000,1,2,LOC,ERP,2,0,stimuli/fractals/124b.jpg,-0.078125,-0.416666667,stimuli/fractals/124b.jpg,stimuli/fractals/124c.jpg,stimuli/fractals/124a.jpg,-0.078125,-0.416666667,-0.234375,-0.416666667,0.078125,-0.416666667,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,2.323035,,,,,,76,2000,1,2,LOC,ERP,2,0,stimuli/fractals/28b.jpg,0.234375,0.138888889,stimuli/fractals/28b.jpg,stimuli/fractals/28c.jpg,stimuli/fractals/28a.jpg,0.234375,0.138888889,0.078125,0.138888889,0.234375,0.416666667,-0.234375,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.13239,,,,,,77,1000,1,2,LOC,LLP,2,0,stimuli/fractals/60a.jpg,-0.234375,-0.138888889,stimuli/fractals/60a.jpg,stimuli/fractals/60c.jpg,stimuli/fractals/60b.jpg,-0.234375,0.138888889,-0.234375,-0.138888889,-0.234375,0.416666667,0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,2.01976,,,,,,78,7000,1,2,LOC,LLP,1,2,stimuli/fractals/99c.jpg,0.234375,-0.138888889,stimuli/fractals/99c.jpg,stimuli/fractals/99b.jpg,stimuli/fractals/99a.jpg,0.234375,-0.138888889,0.234375,-0.416666667,0.390625,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.564745,,,,,,79,1000,1,2,LOC,ERP,1,3,stimuli/fractals/131b.jpg,0.078125,0.138888889,stimuli/fractals/131b.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131a.jpg,0.078125,0.138888889,-0.078125,0.138888889,0.078125,-0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,0.80473,,,,,,80,1000,1,2,LOC,LLP,2,0,stimuli/fractals/123a.jpg,0.234375,-0.416666667,stimuli/fractals/123a.jpg,stimuli/fractals/123b.jpg,stimuli/fractals/123c.jpg,0.390625,-0.416666667,0.234375,-0.416666667,0.390625,-0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.13603,,,,,,81,1000,1,2,LOC,LLP,2,0,stimuli/fractals/99c.jpg,0.234375,-0.416666667,stimuli/fractals/99c.jpg,stimuli/fractals/99b.jpg,stimuli/fractals/99a.jpg,0.234375,-0.138888889,0.234375,-0.416666667,0.390625,-0.138888889,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.77603,,,,,,82,4000,1,2,LOC,LLP,1,2,stimuli/fractals/38a.jpg,0.078125,-0.138888889,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,0.078125,-0.138888889,-0.078125,-0.138888889,0.078125,-0.416666667,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.655905,,,,,,83,1000,1,2,LOC,ERP,2,0,stimuli/fractals/131b.jpg,0.078125,0.138888889,stimuli/fractals/131b.jpg,stimuli/fractals/131c.jpg,stimuli/fractals/131a.jpg,0.078125,0.138888889,-0.078125,0.138888889,0.078125,-0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.363555,,,,,,84,3000,1,2,LOC,ERP,1,4,stimuli/fractals/16c.jpg,0.390625,0.416666667,stimuli/fractals/16c.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,0.390625,0.416666667,0.234375,0.416666667,0.390625,0.138888889,0.078125,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.135735,,,,,,85,500,1,2,LOC,LLP,2,0,stimuli/fractals/38a.jpg,-0.078125,-0.138888889,stimuli/fractals/38a.jpg,stimuli/fractals/38b.jpg,stimuli/fractals/38c.jpg,0.078125,-0.138888889,-0.078125,-0.138888889,0.078125,-0.416666667,-0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34,34,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,0.59191,,,,,,86,3000,1,2,LOC,LLP,1,5,stimuli/fractals/152a.jpg,-0.078125,-0.138888889,stimuli/fractals/152a.jpg,stimuli/fractals/152c.jpg,stimuli/fractals/152b.jpg,-0.078125,-0.138888889,-0.078125,-0.416666667,0.078125,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,35,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,2.62673,,,,,,87,2000,1,2,LOC,LLP,1,2,stimuli/fractals/105a.jpg,-0.078125,-0.138888889,stimuli/fractals/105a.jpg,stimuli/fractals/105b.jpg,stimuli/fractals/105c.jpg,-0.078125,-0.138888889,-0.078125,-0.416666667,0.078125,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,36,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.34153,,,,,,88,3000,1,2,LOC,LLP,1,4,stimuli/fractals/12b.jpg,-0.234375,-0.138888889,stimuli/fractals/12b.jpg,stimuli/fractals/12a.jpg,stimuli/fractals/12c.jpg,-0.234375,-0.138888889,-0.390625,-0.138888889,-0.078125,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,37,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.362175,,,,,,89,3000,1,2,LOC,ERP,2,0,stimuli/fractals/16c.jpg,0.390625,0.416666667,stimuli/fractals/16c.jpg,stimuli/fractals/16a.jpg,stimuli/fractals/16b.jpg,0.390625,0.416666667,0.234375,0.416666667,0.390625,0.138888889,0.078125,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,38,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,f,1.396115,,,,,,90,4000,1,2,LOC,LLP,2,0,stimuli/fractals/105a.jpg,-0.078125,-0.416666667,stimuli/fractals/105a.jpg,stimuli/fractals/105b.jpg,stimuli/fractals/105c.jpg,-0.078125,-0.138888889,-0.078125,-0.416666667,0.078125,-0.138888889,0.390625,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,39,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ddd,igen,igen,2020-09-28_18h45.51.990,terkepesz_online,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,1.111995,,,,,,91,3000,1,2,LOC,ERP,1,5,stimuli/fractals/45c.jpg,-0.078125,0.416666667,stimuli/fractals/45c.jpg,stimuli/fractals/45b.jpg,stimuli/fractals/45a.jpg,-0.078125,0.416666667,-0.234375,0.416666667,-0.078125,0.138888889,-0.390625,-0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,40,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
